,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFMSegement,Segment,Cluster
485,13557,28,9,148.07999999999998,3,2,3,323,Others,0
486,13558,6,43,181.15,4,4,3,443,Loyal Customers,1
487,13560,7,7,45.1,4,2,1,421,Recent Customers,0
488,13562,82,12,249.4,2,3,3,233,At Risk,0
489,13563,84,10,222.28,2,3,3,233,At Risk,0
490,13564,144,21,830.97,2,3,4,234,At Risk,0
491,13565,19,11,78.23,4,3,2,432,Loyal Customers,0
492,13566,41,37,201.26000000000002,3,4,3,343,Loyal Customers,0
493,13568,173,6,19.45,1,2,1,121,Others,2
494,13569,17,15,80.6,4,3,2,432,Loyal Customers,0
495,13570,243,6,55.910000000000004,1,2,1,121,Others,2
496,13571,13,86,511.3,4,4,4,444,Champions,1
497,13572,206,7,182.53,1,2,3,123,Others,0
498,13573,50,6,73.75,3,2,2,322,Others,0
499,13575,23,13,194.5,3,3,3,333,Loyal Customers,0
500,13576,10,26,1212.39,4,4,4,444,Champions,1
501,13577,25,17,439.85,3,3,4,334,Loyal Customers,1
502,13579,369,2,38.4,1,1,1,111,Lost,2
503,13581,309,1,2.95,1,1,1,111,Lost,2
504,13583,156,10,151.9,1,3,3,133,At Risk,0
505,13584,307,9,43.199999999999996,1,2,1,121,Others,2
506,13587,64,3,357.59999999999997,2,1,4,214,Big Spenders,0
507,13588,16,35,454.98,4,4,4,444,Champions,1
508,13589,15,3,67.35,4,1,2,412,Recent Customers,0
509,13590,11,19,373.43,4,3,4,434,Loyal Customers,1
510,13591,65,13,324.40000000000003,2,3,3,233,At Risk,0
511,13592,206,3,58.97,1,1,1,111,Lost,2
512,13593,108,29,507.46999999999997,2,4,4,244,At Risk,0
513,13594,53,5,56.51,2,2,1,221,Others,2
514,13596,6,33,144.93,4,4,3,443,Loyal Customers,1
515,13598,47,4,15.65,3,1,1,311,Others,2
516,13599,1,48,1187.46,4,4,4,444,Champions,1
517,13600,312,6,48.57,1,2,1,121,Others,2
518,13601,45,18,134.25,3,3,2,332,Loyal Customers,0
519,13602,65,6,101.1,2,2,2,222,Others,0
520,13603,26,8,62.19,3,2,2,322,Others,0
521,13606,29,5,25.32,3,2,1,321,Others,2
522,13607,40,27,179.72,3,4,3,343,Loyal Customers,0
523,13610,12,54,274.97,4,4,3,443,Loyal Customers,1
524,13611,89,14,234.8,2,3,3,233,At Risk,0
525,13614,24,41,327.68,3,4,3,343,Loyal Customers,1
526,13615,319,6,103.8,1,2,2,122,Others,2
527,13617,40,13,136.47,3,3,2,332,Loyal Customers,0
528,13618,174,4,38.26,1,1,1,111,Lost,2
529,13621,117,2,32.4,2,1,1,211,Others,2
530,13623,31,17,170.3,3,3,3,333,Loyal Customers,0
531,13626,253,3,45.199999999999996,1,1,1,111,Lost,2
532,13627,59,18,298.43,2,3,3,233,At Risk,0
533,13629,23,16,2480.76,3,3,4,334,Loyal Customers,1
534,13630,5,17,403.99,4,3,4,434,Loyal Customers,1
535,13631,206,1,100.0,1,1,2,112,Others,2
536,13632,25,25,363.81,3,4,4,344,Loyal Customers,1
537,13634,33,33,352.33,3,4,4,344,Loyal Customers,1
538,13635,68,15,243.23,2,3,3,233,At Risk,0
539,13636,37,13,185.0,3,3,3,333,Loyal Customers,0
540,13637,52,28,251.15,3,4,3,343,Loyal Customers,0
541,13638,16,3,38.1,4,1,1,411,Recent Customers,2
542,13639,74,10,270.78000000000003,2,3,3,233,At Risk,0
543,13642,216,9,51.07,1,2,1,121,Others,2
544,13643,31,8,152.7,3,2,3,323,Others,0
545,13644,16,33,639.34,4,4,4,444,Champions,1
546,13645,120,1,19.9,2,1,1,211,Others,2
547,13647,10,13,240.56,4,3,3,433,Loyal Customers,1
548,13649,257,2,16.95,1,1,1,111,Lost,2
549,13650,17,26,461.92,4,4,4,444,Champions,1
550,13652,46,10,184.18,3,3,3,333,Loyal Customers,0
551,13654,43,27,442.94,3,4,4,344,Loyal Customers,0
552,13655,114,12,190.16,2,3,3,233,At Risk,0
553,13656,165,7,62.120000000000005,1,2,2,122,Others,2
554,13657,11,2,22.8,4,1,1,411,Recent Customers,2
555,13658,10,12,244.46,4,3,3,433,Loyal Customers,1
556,13659,206,18,268.33,1,3,3,133,At Risk,0
557,13662,86,8,134.84,2,2,2,222,Others,0
558,13663,179,1,5.04,1,1,1,111,Lost,2
559,13666,60,2,12.55,2,1,1,211,Others,2
560,13667,149,19,53.94,2,3,1,231,At Risk,0
561,13668,3,92,1305.72,4,4,4,444,Champions,1
562,13669,51,3,60.45,3,1,2,312,Others,2
563,13670,75,3,59.94,2,1,2,212,Others,2
564,13673,19,14,110.92,4,3,2,432,Loyal Customers,0
565,13675,151,9,167.04000000000002,2,2,3,223,Others,0
566,13678,152,2,11.64,1,1,1,111,Lost,2
567,13680,1,30,983.16,4,4,4,444,Champions,1
568,13681,18,12,177.88,4,3,3,433,Loyal Customers,0
569,13682,187,2,42.5,1,1,1,111,Lost,2
570,13684,286,7,12.7,1,2,1,121,Others,2
571,13685,3,8,754.27,4,2,4,424,Recent Customers,1
572,13686,183,1,8.5,1,1,1,111,Lost,2
573,13689,63,2,358.0,2,1,4,214,Big Spenders,0
574,13690,59,2,32.7,2,1,1,211,Others,2
575,13692,25,8,324.90000000000003,3,2,3,323,Others,0
576,13694,4,116,12828.03,4,4,4,444,Champions,1
577,13695,31,14,305.27,3,3,3,333,Loyal Customers,0
578,13697,39,4,48.32,3,1,1,311,Others,2
579,13699,155,3,63.6,1,1,2,112,Others,2
580,13700,26,48,495.38,3,4,4,344,Loyal Customers,1
581,13703,318,1,99.5,1,1,2,112,Others,2
582,13704,5,18,320.96999999999997,4,3,3,433,Loyal Customers,1
583,13705,8,5,129.96,4,2,2,422,Recent Customers,0
584,13706,303,4,41.10000000000001,1,1,1,111,Lost,2
585,13707,267,5,110.44999999999999,1,2,2,122,Others,2
586,13708,271,17,88.42999999999999,1,3,2,132,At Risk,0
587,13709,4,62,1458.93,4,4,4,444,Champions,1
588,13710,32,2,23.28,3,1,1,311,Others,2
589,13711,219,4,88.19,1,1,2,112,Others,2
590,13712,247,1,15.0,1,1,1,111,Lost,2
591,13715,281,30,304.65000000000003,1,4,3,143,At Risk,0
592,13716,269,5,25.849999999999998,1,2,1,121,Others,2
593,13717,32,16,204.66,3,3,3,333,Loyal Customers,0
594,13718,246,3,73.1,1,1,2,112,Others,2
595,13719,15,15,278.09000000000003,4,3,3,433,Loyal Customers,1
596,13720,117,8,118.1,2,2,2,222,Others,0
597,13721,36,6,127.94999999999999,3,2,2,322,Others,0
598,13722,132,16,437.44,2,3,4,234,At Risk,0
599,13723,217,1,19.75,1,1,1,111,Lost,2
600,13725,50,14,215.95,3,3,3,333,Loyal Customers,0
601,13726,39,12,349.94,3,3,4,334,Loyal Customers,0
602,13727,29,7,103.85,3,2,2,322,Others,0
603,13728,37,11,187.70000000000002,3,3,3,333,Loyal Customers,0
604,13730,136,13,288.46999999999997,2,3,3,233,At Risk,0
605,13731,219,12,215.51999999999998,1,3,3,133,At Risk,0
606,13732,28,4,71.4,3,1,2,312,Others,0
607,13735,25,44,720.49,3,4,4,344,Loyal Customers,1
608,13736,5,28,84.36,4,4,2,442,Loyal Customers,1
609,13737,200,8,46.45,1,2,1,121,Others,2
610,13740,241,3,30.479999999999997,1,1,1,111,Lost,2
611,13741,72,8,153.21,2,2,3,223,Others,0
612,13742,17,59,569.51,4,4,4,444,Champions,1
613,13743,3,7,275.88,4,2,3,423,Recent Customers,1
614,13744,95,18,301.48,2,3,3,233,At Risk,0
615,13745,162,7,111.72,1,2,2,122,Others,0
616,13748,96,7,215.14999999999998,2,2,3,223,Others,0
617,13750,54,8,467.07000000000005,2,2,4,224,Big Spenders,0
618,13751,288,2,169.2,1,1,3,113,Others,2
619,13752,155,16,204.57999999999998,1,3,3,133,At Risk,0
620,13753,288,4,63.89999999999999,1,1,2,112,Others,2
621,13754,317,3,45.3,1,1,1,111,Lost,2
622,13755,4,67,519.92,4,4,4,444,Champions,1
623,13756,2,23,831.33,4,4,4,444,Champions,1
624,13758,39,21,524.15,3,3,4,334,Loyal Customers,0
625,13759,71,8,282.44,2,2,3,223,Others,0
626,13760,54,8,30.04,2,2,1,221,Others,2
627,13761,50,11,162.09,3,3,3,333,Loyal Customers,0
628,13762,219,1,30.0,1,1,1,111,Lost,2
629,13763,63,2,281.52,2,1,3,213,Others,0
630,13764,71,27,154.43,2,4,3,243,At Risk,0
631,13767,26,77,3138.28,3,4,4,344,Loyal Customers,1
632,13769,2,29,829.5600000000001,4,4,4,444,Champions,1
633,13771,64,18,331.9,2,3,3,233,At Risk,0
634,13772,34,35,212.15,3,4,3,343,Loyal Customers,0
635,13774,82,4,62.349999999999994,2,1,2,212,Others,2
636,13777,9,40,5640.4,4,4,4,444,Champions,1
637,13778,103,1,27.25,2,1,1,211,Others,2
638,13780,7,12,62.31,4,3,2,432,Loyal Customers,0
639,13781,251,6,37.83,1,2,1,121,Others,2
640,13782,13,26,227.92,4,4,3,443,Loyal Customers,1
641,13784,219,2,55.800000000000004,1,1,1,111,Lost,2
642,13787,76,5,13.89,2,2,1,221,Others,2
643,13790,4,8,85.25999999999999,4,2,2,422,Recent Customers,0
644,13791,128,3,648.0,2,1,4,214,Big Spenders,0
645,13792,66,2,38.4,2,1,1,211,Others,2
646,13798,2,75,8167.58,4,4,4,444,Champions,1
647,13799,117,7,136.3,2,2,2,222,Others,0
648,13800,310,8,151.8,1,2,3,123,Others,0
649,13801,67,2,30.299999999999997,2,1,1,211,Others,2
650,13802,139,14,1114.98,2,3,4,234,At Risk,0
651,13803,255,3,57.7,1,1,1,111,Lost,2
652,13804,31,21,374.92,3,3,4,334,Loyal Customers,0
653,13805,52,4,303.4,3,1,3,313,Others,0
654,13807,367,1,12.7,1,1,1,111,Lost,2
655,13808,6,12,339.7,4,3,4,434,Loyal Customers,1
656,13819,302,8,241.8,1,2,3,123,Others,0
657,13821,145,13,77.69,2,3,2,232,At Risk,0
658,13822,40,23,93.59,3,4,2,342,Loyal Customers,0
659,13823,19,12,341.55,4,3,4,434,Loyal Customers,0
660,13824,242,8,216.5,1,2,3,123,Others,0
661,13826,176,1,25.5,1,1,1,111,Lost,2
662,13827,58,17,76.17999999999999,2,3,2,232,At Risk,0
663,13828,22,1,10.2,3,1,1,311,Others,2
664,13831,16,19,449.51,4,3,4,434,Loyal Customers,1
665,13832,19,1,19.799999999999997,4,1,1,411,Recent Customers,2
666,13833,159,6,97.7,1,2,2,122,Others,0
667,13835,25,9,160.18,3,2,3,323,Others,0
668,13837,212,2,8.5,1,1,1,111,Lost,2
669,13838,6,39,133.95,4,4,2,442,Loyal Customers,1
670,13842,59,45,730.1899999999999,2,4,4,244,At Risk,1
671,13844,11,5,111.10000000000001,4,2,2,422,Recent Customers,0
672,13846,25,14,242.45,3,3,3,333,Loyal Customers,0
673,13848,298,1,85.0,1,1,2,112,Others,2
674,13849,52,25,401.78,3,4,4,344,Loyal Customers,0
675,13850,129,19,308.63,2,3,3,233,At Risk,0
676,13851,96,17,366.54,2,3,4,234,At Risk,0
677,13853,57,4,139.39999999999998,2,1,2,212,Others,0
678,13854,9,18,1367.89,4,3,4,434,Loyal Customers,1
679,13856,169,3,112.8,1,1,2,112,Others,2
680,13858,57,3,50.370000000000005,2,1,1,211,Others,2
681,13859,326,8,50.089999999999996,1,2,1,121,Others,2
682,13860,1,18,294.94,4,3,3,433,Loyal Customers,1
683,13862,18,22,390.55,4,4,4,444,Champions,1
684,13863,248,4,60.18,1,1,2,112,Others,2
685,13865,58,7,121.82,2,2,2,222,Others,0
686,13866,74,1,24.900000000000002,2,1,1,211,Others,2
687,13867,31,11,180.56,3,3,3,333,Loyal Customers,0
688,13868,39,5,108.05000000000001,3,2,2,322,Others,0
689,13869,123,63,674.38,2,4,4,244,At Risk,0
690,13870,2,28,563.33,4,4,4,444,Champions,1
691,13871,23,54,997.16,3,4,4,344,Loyal Customers,1
692,13873,120,2,47.7,2,1,1,211,Others,2
693,13874,358,4,227.65,1,1,3,113,Others,0
694,13875,54,27,442.64,2,4,4,244,At Risk,0
695,13876,64,3,58.6,2,1,1,211,Others,2
696,13878,55,9,313.42,2,2,3,223,Others,0
697,13880,21,30,708.83,3,4,4,344,Loyal Customers,1
698,13881,25,31,2785.21,3,4,4,344,Loyal Customers,1
699,13882,3,17,284.74,4,3,3,433,Loyal Customers,1
700,13883,11,28,527.69,4,4,4,444,Champions,1
701,13884,7,12,171.5,4,3,3,433,Loyal Customers,1
702,13885,201,3,64.7,1,1,2,112,Others,2
703,13886,71,3,39.7,2,1,1,211,Others,2
704,13887,204,5,78.96000000000001,1,2,2,122,Others,2
705,13888,120,11,160.51,2,3,3,233,At Risk,0
706,13889,93,5,133.7,2,2,2,222,Others,0
707,13890,1,14,246.54000000000002,4,3,3,433,Loyal Customers,1
708,13892,64,5,105.4,2,2,2,222,Others,0
709,13893,298,5,84.80000000000001,1,2,2,122,Others,2
710,13894,24,4,65.4,3,1,2,312,Others,0
711,13895,28,23,539.74,3,4,4,344,Loyal Customers,1
712,13897,50,5,74.9,3,2,2,322,Others,0
713,13898,326,2,29.85,1,1,1,111,Lost,2
714,13899,275,3,78.9,1,1,2,112,Others,2
715,13900,193,7,121.22,1,2,2,122,Others,0
716,13901,72,27,496.62,2,4,4,244,At Risk,0
717,13904,37,3,50.4,3,1,1,311,Others,2
718,13908,80,26,491.82,2,4,4,244,At Risk,0
719,13911,57,31,473.53999999999996,2,4,4,244,At Risk,0
720,13914,12,3,67.86,4,1,2,412,Recent Customers,0
721,13917,50,3,17.04,3,1,1,311,Others,2
722,13918,50,4,106.30000000000001,3,1,2,312,Others,0
723,13922,352,2,51.75,1,1,1,111,Lost,2
724,13923,54,6,98.42,2,2,2,222,Others,0
725,13924,2,23,337.24,4,4,4,444,Champions,1
726,13925,122,10,142.47,2,3,3,233,At Risk,0
727,13926,23,1,20.4,3,1,1,311,Others,2
728,13927,75,3,47.2,2,1,1,211,Others,2
729,13928,11,6,91.32,4,2,2,422,Recent Customers,0
730,13929,169,2,433.7,1,1,4,114,Big Spenders,0
731,13930,58,2,30.6,2,1,1,211,Others,2
732,13931,96,16,280.9,2,3,3,233,At Risk,0
733,13933,109,3,77.1,2,1,2,212,Others,2
734,13934,264,10,219.25,1,3,3,133,At Risk,0
735,13936,180,7,112.53999999999999,1,2,2,122,Others,0
736,13937,169,2,50.39999999999999,1,1,1,111,Lost,2
737,13938,35,3,21.939999999999998,3,1,1,311,Others,2
738,13939,23,13,149.91,3,3,3,333,Loyal Customers,0
739,13940,17,7,141.54000000000002,4,2,3,423,Recent Customers,0
740,13941,22,10,1019.52,3,3,4,334,Loyal Customers,1
741,13946,202,2,131.39999999999998,1,1,2,112,Others,2
742,13947,65,1,19.799999999999997,2,1,1,211,Others,2
743,13948,361,1,46.8,1,1,1,111,Lost,2
744,13949,3,30,454.94,4,4,4,444,Champions,1
745,13950,11,3,55.08,4,1,1,411,Recent Customers,0
746,13951,176,7,115.38,1,2,2,122,Others,0
747,13952,218,32,722.06,1,4,4,144,At Risk,0
748,13953,7,3,795.0,4,1,4,414,Recent Customers,1
749,13954,1,9,176.5,4,2,3,423,Recent Customers,1
750,13955,154,9,72.98,1,2,2,122,Others,0
751,13956,5,32,266.48,4,4,3,443,Loyal Customers,1
752,13959,79,17,138.8,2,3,2,232,At Risk,0
753,13960,21,2,24.660000000000004,3,1,1,311,Others,2
754,13962,246,1,15.299999999999999,1,1,1,111,Lost,2
755,13963,308,4,75.2,1,1,2,112,Others,2
756,13967,146,1,45.0,2,1,1,211,Others,2
757,13969,7,132,2009.71,4,4,4,444,Champions,1
758,13971,19,26,467.36,4,4,4,444,Champions,1
759,13972,202,3,53.9,1,1,1,111,Lost,2
760,13973,287,5,177.2,1,2,3,123,Others,0
761,13974,49,3,39.96,3,1,1,311,Others,2
762,13975,31,63,433.75,3,4,4,344,Loyal Customers,1
763,13978,45,3,63.32000000000001,3,1,2,312,Others,2
764,13979,73,15,227.0,2,3,3,233,At Risk,0
765,13980,60,4,91.66,2,1,2,212,Others,0
766,13982,39,21,487.59999999999997,3,3,4,334,Loyal Customers,0
767,13983,30,25,853.74,3,4,4,344,Loyal Customers,1
768,13984,325,2,41.8,1,1,1,111,Lost,2
769,13985,4,68,1406.42,4,4,4,444,Champions,1
770,13986,17,3,58.129999999999995,4,1,1,411,Recent Customers,2
771,13988,20,42,661.74,3,4,4,344,Loyal Customers,1
772,13989,66,11,316.6,2,3,3,233,At Risk,0
773,13990,213,3,54.550000000000004,1,1,1,111,Lost,2
774,13991,12,21,195.13,4,3,3,433,Loyal Customers,1
775,13992,30,1,20.0,3,1,1,311,Others,2
776,13993,43,14,541.28,3,3,4,334,Loyal Customers,0
777,13994,4,26,467.04,4,4,4,444,Champions,1
778,13995,56,14,217.43,2,3,3,233,At Risk,0
779,13999,10,27,588.98,4,4,4,444,Champions,1
780,14000,211,3,60.0,1,1,2,112,Others,2
781,14001,46,8,496.2,3,2,4,324,Big Spenders,0
782,14002,134,5,70.28,2,2,2,222,Others,2
783,14004,43,37,1170.75,3,4,4,344,Loyal Customers,1
784,14005,10,22,697.36,4,4,4,444,Champions,1
785,14006,116,6,196.32,2,2,3,223,Others,0
786,14009,198,11,199.11,1,3,3,133,At Risk,0
787,14012,278,3,104.4,1,1,2,112,Others,2
788,14013,110,6,82.38,2,2,2,222,Others,0
789,14014,77,4,28.24,2,1,1,211,Others,2
790,14015,53,4,189.42000000000002,2,1,3,213,Others,0
791,14019,47,8,204.85,3,2,3,323,Others,0
792,14020,17,7,119.05999999999999,4,2,2,422,Recent Customers,0
793,14021,155,8,218.85,1,2,3,123,Others,0
794,14022,225,6,64.86,1,2,2,122,Others,2
795,14023,7,6,110.5,4,2,2,422,Recent Customers,0
796,14024,122,4,66.15,2,1,2,212,Others,2
797,14027,61,1,10.2,2,1,1,211,Others,2
798,14029,63,1,25.5,2,1,1,211,Others,2
799,14030,18,45,353.38,4,4,4,444,Champions,1
800,14031,7,48,2877.65,4,4,4,444,Champions,1
801,14032,16,30,608.26,4,4,4,444,Champions,1
802,14034,22,23,66.69,3,4,2,342,Loyal Customers,0
803,14035,29,15,275.12,3,3,3,333,Loyal Customers,0
804,14036,285,8,137.0,1,2,2,122,Others,0
805,14037,365,4,15.75,1,1,1,111,Lost,2
806,14038,78,14,237.70000000000002,2,3,3,233,At Risk,0
807,14039,33,3,102.6,3,1,2,312,Others,0
808,14040,61,40,696.3,2,4,4,244,At Risk,1
809,14041,266,4,11.8,1,1,1,111,Lost,2
810,14044,27,38,118.19,3,4,2,342,Loyal Customers,0
811,14045,374,1,326.4,1,1,3,113,Others,2
812,14047,9,6,179.82,4,2,3,423,Recent Customers,0
813,14048,305,21,95.47,1,3,2,132,At Risk,0
814,14049,17,97,1048.92,4,4,4,444,Champions,1
815,14050,32,12,184.73,3,3,3,333,Loyal Customers,0
816,14051,1,34,2769.3500000000004,4,4,4,444,Champions,1
817,14052,20,11,39.0,3,3,1,331,Loyal Customers,0
818,14054,65,1,9.959999999999999,2,1,1,211,Others,2
819,14055,106,2,137.6,2,1,2,212,Others,2
820,14056,1,203,1612.41,4,4,4,444,Champions,1
821,14057,24,52,1356.94,3,4,4,344,Loyal Customers,1
822,14059,267,1,23.4,1,1,1,111,Lost,2
823,14060,5,47,1873.26,4,4,4,444,Champions,1
824,14062,10,18,1140.22,4,3,4,434,Loyal Customers,1
825,14064,29,17,203.70999999999998,3,3,3,333,Loyal Customers,0
826,14066,267,2,53.25,1,1,1,111,Lost,2
827,14067,64,8,73.89999999999999,2,2,2,222,Others,0
828,14068,320,5,67.8,1,2,2,122,Others,2
829,14071,4,70,296.93,4,4,3,443,Loyal Customers,1
830,14073,32,3,30.939999999999998,3,1,1,311,Others,2
831,14075,5,12,222.11999999999998,4,3,3,433,Loyal Customers,1
832,14076,129,8,21.79,2,2,1,221,Others,2
833,14077,78,11,111.27000000000001,2,3,2,232,At Risk,0
834,14078,102,11,386.85,2,3,4,234,At Risk,0
835,14079,125,3,46.55,2,1,1,211,Others,2
836,14081,302,27,161.12,1,4,3,143,At Risk,0
837,14082,365,5,32.6,1,2,1,121,Others,2
838,14083,4,38,243.18,4,4,3,443,Loyal Customers,1
839,14085,2,104,1007.84,4,4,4,444,Champions,1
840,14087,3,16,56.51,4,3,1,431,Loyal Customers,1
841,14088,10,141,11812.27,4,4,4,444,Champions,1
842,14089,57,4,79.45,2,1,2,212,Others,2
843,14092,8,34,634.5,4,4,4,444,Champions,1
844,14093,12,16,91.35,4,3,2,432,Loyal Customers,0
845,14096,4,1055,13300.1,4,4,4,444,Champions,1
846,14098,37,6,18.259999999999998,3,2,1,321,Others,2
847,14099,16,55,701.9300000000001,4,4,4,444,Champions,1
848,14100,138,6,41.95,2,2,1,221,Others,2
849,14101,74,11,2191.9399999999996,2,3,4,234,At Risk,0
850,14102,5,13,206.6,4,3,3,433,Loyal Customers,1
851,14104,154,4,93.6,1,1,2,112,Others,2
852,14105,239,13,224.73,1,3,3,133,At Risk,0
853,14107,52,24,498.15999999999997,3,4,4,344,Loyal Customers,0
854,14108,31,4,85.98,3,1,2,312,Others,0
855,14109,73,3,55.2,2,1,1,211,Others,2
856,14110,4,29,1367.9,4,4,4,444,Champions,1
857,14112,23,30,537.9,3,4,4,344,Loyal Customers,1
858,14113,4,6,106.8,4,2,2,422,Recent Customers,0
859,14114,274,2,53.699999999999996,1,1,1,111,Lost,2
860,14116,20,13,245.32,3,3,3,333,Loyal Customers,0
861,14117,144,1,30.0,2,1,1,211,Others,2
862,14121,4,32,631.12,4,4,4,444,Champions,1
863,14124,84,2,118.08,2,1,2,212,Others,2
864,14125,11,29,443.07,4,4,4,444,Champions,1
865,14126,11,2,29.400000000000002,4,1,1,411,Recent Customers,2
866,14127,123,6,92.33999999999999,2,2,2,222,Others,0
867,14128,61,12,184.22,2,3,3,233,At Risk,0
868,14129,2,11,251.0,4,3,3,433,Loyal Customers,1
869,14130,319,14,99.25,1,3,2,132,At Risk,0
870,14132,2,41,757.98,4,4,4,444,Champions,1
871,14133,130,8,187.92,2,2,3,223,Others,0
872,14135,2,24,1139.04,4,4,4,444,Champions,1
873,14138,2,12,327.29,4,3,3,433,Loyal Customers,1
874,14139,46,5,66.24000000000001,3,2,2,322,Others,0
875,14140,4,13,164.55,4,3,3,433,Loyal Customers,1
876,14141,3,4,144.60000000000002,4,1,3,413,Recent Customers,0
877,14142,373,2,25.08,1,1,1,111,Lost,2
878,14145,47,3,1128.6,3,1,4,314,Big Spenders,0
879,14146,9,48,823.62,4,4,4,444,Champions,1
880,14147,286,1,136.0,1,1,2,112,Others,2
881,14148,234,1,127.5,1,1,2,112,Others,2
882,14149,221,3,50.39999999999999,1,1,1,111,Lost,2
883,14150,36,8,163.6,3,2,3,323,Others,0
884,14152,75,10,114.18,2,3,2,232,At Risk,0
885,14154,239,11,214.7,1,3,3,133,At Risk,0
886,14155,266,2,35.7,1,1,1,111,Lost,2
887,14157,285,3,18.97,1,1,1,111,Lost,2
888,14158,40,10,115.98,3,3,2,332,Loyal Customers,0
889,14159,20,222,836.84,3,4,4,344,Loyal Customers,1
890,14161,216,15,83.84,1,3,2,132,At Risk,0
891,14162,174,4,35.85,1,1,1,111,Lost,2
892,14163,87,16,524.84,2,3,4,234,At Risk,0
893,14164,81,4,131.4,2,1,2,212,Others,0
894,14165,276,9,49.480000000000004,1,2,1,121,Others,2
895,14167,39,13,167.95,3,3,3,333,Loyal Customers,0
896,14171,98,11,83.57000000000001,2,3,2,232,At Risk,0
897,14173,11,5,53.68,4,2,1,421,Recent Customers,0
898,14174,33,5,19.05,3,2,1,321,Others,2
899,14175,60,34,707.59,2,4,4,244,At Risk,1
900,14176,297,9,151.9,1,2,3,123,Others,0
901,14177,96,9,68.3,2,2,2,222,Others,0
902,14178,9,69,342.89,4,4,4,444,Champions,1
903,14179,41,36,149.38,3,4,3,343,Loyal Customers,0
904,14180,11,44,837.15,4,4,4,444,Champions,1
905,14184,67,6,110.64,2,2,2,222,Others,0
906,14185,331,1,165.0,1,1,3,113,Others,2
907,14188,31,15,422.40000000000003,3,3,4,334,Loyal Customers,0
908,14189,2,58,1121.47,4,4,4,444,Champions,1
909,14191,2,48,896.07,4,4,4,444,Champions,1
910,14193,68,8,157.2,2,2,3,223,Others,0
911,14194,5,115,2343.45,4,4,4,444,Champions,1
912,14195,252,1,100.80000000000001,1,1,2,112,Others,2
913,14196,107,2,244.79999999999998,2,1,3,213,Others,2
914,14198,18,6,106.75,4,2,2,422,Recent Customers,0
915,14201,60,7,113.18,2,2,2,222,Others,0
916,14204,2,11,45.6,4,3,1,431,Loyal Customers,1
917,14205,17,6,113.7,4,2,2,422,Recent Customers,0
918,14206,239,3,57.0,1,1,1,111,Lost,2
919,14208,95,1,10.5,2,1,1,211,Others,2
920,14209,121,7,119.75000000000001,2,2,2,222,Others,0
921,14210,106,24,434.84000000000003,2,4,4,244,At Risk,0
922,14211,53,16,299.82,2,3,3,233,At Risk,0
923,14212,90,3,339.4,2,1,4,214,Big Spenders,0
924,14214,170,11,196.59,1,3,3,133,At Risk,0
925,14215,12,18,311.25,4,3,3,433,Loyal Customers,1
926,14216,3,10,276.86,4,3,3,433,Loyal Customers,1
927,14217,12,32,631.4300000000001,4,4,4,444,Champions,1
928,14218,43,4,54.56,3,1,1,311,Others,2
929,14219,4,1,4.68,4,1,1,411,Recent Customers,2
930,14220,247,8,307.2,1,2,3,123,Others,0
931,14221,42,33,588.79,3,4,4,344,Loyal Customers,1
932,14222,177,13,212.22,1,3,3,133,At Risk,0
933,14223,92,8,111.92,2,2,2,222,Others,0
934,14224,110,21,204.82999999999998,2,3,3,233,At Risk,0
935,14226,30,13,461.20000000000005,3,3,4,334,Loyal Customers,0
936,14227,26,33,677.88,3,4,4,344,Loyal Customers,1
937,14229,52,8,313.98,3,2,3,323,Others,0
938,14231,184,11,164.62,1,3,3,133,At Risk,0
939,14232,43,23,475.26,3,4,4,344,Loyal Customers,0
940,14233,49,6,174.76,3,2,3,323,Others,0
941,14234,30,35,182.75,3,4,3,343,Loyal Customers,0
942,14235,158,17,701.48,1,3,4,134,At Risk,0
943,14236,81,3,33.839999999999996,2,1,1,211,Others,2
944,14239,43,21,507.06,3,3,4,334,Loyal Customers,0
945,14240,30,5,80.16,3,2,2,322,Others,0
946,14241,184,3,94.60000000000001,1,1,2,112,Others,2
947,14242,235,2,34.55,1,1,1,111,Lost,2
948,14243,9,21,341.13,4,3,4,434,Loyal Customers,1
949,14245,220,20,298.72,1,3,3,133,At Risk,0
950,14246,111,12,233.14,2,3,3,233,At Risk,0
951,14247,278,4,21.799999999999997,1,1,1,111,Lost,2
952,14248,318,3,43.379999999999995,1,1,1,111,Lost,2
953,14250,7,20,365.54,4,3,4,434,Loyal Customers,1
954,14251,2,14,537.0,4,3,4,434,Loyal Customers,1
955,14256,260,17,301.3,1,3,3,133,At Risk,0
956,14257,123,18,358.75,2,3,4,234,At Risk,0
957,14258,90,22,2687.34,2,4,4,244,At Risk,1
958,14259,142,1,15.9,2,1,1,211,Others,2
959,14261,51,8,256.5,3,2,3,323,Others,0
960,14262,8,22,482.82,4,4,4,444,Champions,1
961,14264,155,4,79.7,1,1,2,112,Others,2
962,14267,163,10,311.68,1,3,3,133,At Risk,0
963,14270,332,6,111.30000000000001,1,2,2,122,Others,2
964,14271,226,1,11.9,1,1,1,111,Lost,2
965,14272,74,7,86.30000000000001,2,2,2,222,Others,0
966,14273,136,2,35.099999999999994,2,1,1,211,Others,2
967,14276,99,12,212.66,2,3,3,233,At Risk,0
968,14280,197,2,20.94,1,1,1,111,Lost,2
969,14282,3,36,781.22,4,4,4,444,Champions,1
